
Frequency	dB	Unweighted
19.5	58.8
19.8	58.7
20.1	59.1
20.3	59.3
20.6	59.0
20.9	59.7
21.2	60.0
21.6	60.1
21.9	60.1
22.2	60.5
22.5	60.7
22.8	60.7
23.2	60.6
23.5	60.8
23.8	60.8
24.2	61.6
24.5	61.6
24.9	61.2
25.3	61.9
25.6	61.4
26.0	61.8
26.4	62.2
26.8	62.4
27.2	62.6
27.5	62.5
28.0	62.5
28.4	62.9
28.8	62.5
29.2	63.0
29.6	63.0
30.0	62.8
30.5	63.2
30.9	63.3
31.4	63.2
31.8	63.5
32.3	63.3
32.8	63.2
33.2	63.7
33.7	63.6
34.2	64.0
34.7	63.6
35.2	63.7
35.7	63.8
36.2	64.0
36.8	64.2
37.3	64.2
37.9	64.4
38.4	64.7
39.0	64.3
39.5	64.4
40.1	64.6
40.7	64.9
41.3	65.0
41.9	64.7
42.5	65.1
43.1	65.0
43.7	65.2
44.4	65.4
45.0	64.9
45.7	65.0
46.3	65.1
47.0	65.1
47.7	65.6
48.4	65.6
49.1	65.4
49.8	65.8
50.5	65.6
51.3	65.6
52.0	65.7
52.8	66.1
53.5	65.7
54.3	66.1
55.1	66.1
55.9	66.4
56.7	66.4
57.5	66.1
58.4	66.5
59.2	66.4
60.1	66.4
61.0	66.3
61.8	66.4
62.7	66.7
63.7	66.4
64.6	66.5
65.5	66.4
66.5	67.1
67.4	67.0
68.4	67.0
69.4	66.9
70.4	67.0
71.5	67.0
72.5	67.3
73.5	67.3
74.6	67.3
75.7	67.3
76.8	67.1
77.9	67.0
79.1	66.9
80.2	67.2
81.4	67.3
82.6	67.3
83.8	67.5
85.0	67.2
86.2	67.4
87.5	67.5
88.7	67.6
90.0	67.5
91.3	67.7
92.7	67.5
94.0	67.2
95.4	67.3
96.8	67.3
98.2	67.6
99.6	67.8
101.0	67.7
103.0	67.3
104.0	67.6
106.0	67.4
107.0	67.5
109.0	67.6
110.0	67.7
112.0	67.7
113.0	67.4
115.0	67.6
117.0	67.6
118.0	67.5
120.0	67.5
122.0	67.8
124.0	67.3
125.0	67.7
127.0	67.1
129.0	67.7
131.0	67.7
133.0	67.2
135.0	67.6
137.0	67.3
139.0	67.1
141.0	67.3
143.0	67.0
145.0	67.4
147.0	67.1
149.0	67.3
151.0	66.9
154.0	67.0
156.0	66.9
158.0	66.9
160.0	67.0
163.0	66.9
165.0	66.8
168.0	67.2
170.0	66.8
172.0	67.1
175.0	67.0
177.0	66.8
180.0	66.6
183.0	66.8
185.0	66.5
188.0	66.4
191.0	66.5
194.0	66.9
196.0	66.6
199.0	66.4
202.0	66.2
205.0	66.4
208.0	66.4
211.0	66.5
214.0	66.2
217.0	66.4
220.0	66.3
224.0	65.8
227.0	66.2
230.0	66.4
234.0	66.1
237.0	65.9
240.0	65.7
244.0	66.0
247.0	65.6
251.0	65.6
255.0	65.5
258.0	65.6
262.0	65.4
266.0	65.3
270.0	64.8
274.0	64.8
278.0	65.3
282.0	65.3
286.0	64.9
290.0	64.8
294.0	64.6
298.0	64.9
303.0	64.3
307.0	64.4
312.0	64.0
316.0	64.2
321.0	63.8
325.0	64.0
330.0	63.9
335.0	63.7
340.0	63.6
345.0	63.5
350.0	63.0
355.0	63.2
360.0	62.7
365.0	62.9
371.0	62.8
376.0	62.9
382.0	62.1
387.0	62.6
393.0	62.3
398.0	62.4
404.0	62.1
410.0	61.5
416.0	61.5
422.0	61.4
428.0	61.2
434.0	61.2
441.0	61.3
447.0	60.7
454.0	60.7
460.0	60.5
467.0	60.4
474.0	60.3
481.0	60.4
488.0	59.9
495.0	60.0
502.0	59.9
509.0	59.7
517.0	59.7
524.0	59.4
532.0	58.8
540.0	58.9
547.0	58.8
555.0	58.4
563.0	58.2
572.0	58.3
580.0	58.2
588.0	58.0
597.0	58.1
606.0	57.7
614.0	58.0
623.0	57.2
632.0	57.4
642.0	56.8
651.0	56.9
660.0	57.3
670.0	57.0
680.0	56.7
690.0	56.2
700.0	56.2
710.0	56.5
720.0	56.3
731.0	56.1
741.0	55.7
752.0	56.1
763.0	55.7
774.0	55.9
785.0	55.6
797.0	55.5
808.0	55.5
820.0	55.2
832.0	54.9
844.0	54.8
856.0	54.8
869.0	55.0
882.0	54.6
894.0	55.0
907.0	54.6
921.0	54.6
934.0	54.1
948.0	54.7
961.0	54.5
975.0	54.3
990.0	54.3
1004.0	53.8
1019.0	54.0
1033.0	54.2
1048.0	53.9
1064.0	54.2
1079.0	54.2
1095.0	53.8
1111.0	54.1
1127.0	53.7
1143.0	53.8
1160.0	54.1
1177.0	54.0
1194.0	54.0
1211.0	54.3
1229.0	54.0
1247.0	54.3
1265.0	54.3
1283.0	53.9
1302.0	54.3
1321.0	54.5
1340.0	54.6
1360.0	54.4
1379.0	54.4
1399.0	54.9
1420.0	55.0
1440.0	55.2
1461.0	55.0
1483.0	55.1
1504.0	55.3
1526.0	55.6
1548.0	56.0
1571.0	56.1
1594.0	56.1
1617.0	56.3
1640.0	56.8
1664.0	57.1
1688.0	57.4
1713.0	57.4
1738.0	58.0
1763.0	58.2
1789.0	58.8
1815.0	58.9
1841.0	59.4
1868.0	59.7
1895.0	60.2
1923.0	60.5
1951.0	61.4
1979.0	61.8
2008.0	62.3
2037.0	62.6
2067.0	62.9
2097.0	63.5
2127.0	63.8
2158.0	64.4
2190.0	65.0
2221.0	65.3
2254.0	66.2
2287.0	66.8
2320.0	67.4
2354.0	67.7
2388.0	68.3
2423.0	68.9
2458.0	69.6
2494.0	70.2
2530.0	70.5
2567.0	71.1
2604.0	71.7
2642.0	72.6
2680.0	72.7
2719.0	73.4
2759.0	73.8
2799.0	74.0
2840.0	74.3
2881.0	75.0
2923.0	75.3
2965.0	75.6
3008.0	75.5
3052.0	75.8
3097.0	76.1
3142.0	75.9
3187.0	76.1
3234.0	76.4
3281.0	76.2
3328.0	75.9
3377.0	76.0
3426.0	75.6
3476.0	75.5
3526.0	74.9
3578.0	74.7
3630.0	74.5
3682.0	74.0
3736.0	73.1
3790.0	73.0
3846.0	72.5
3901.0	71.9
3958.0	71.4
4016.0	70.5
4074.0	70.2
4133.0	69.2
4194.0	68.8
4255.0	68.2
4316.0	67.7
4379.0	67.8
4443.0	67.6
4508.0	67.7
4573.0	67.4
4640.0	67.4
4707.0	67.5
4776.0	67.1
4845.0	67.0
4916.0	66.5
4987.0	66.0
5060.0	64.7
5133.0	64.3
5208.0	62.7
5284.0	61.6
5360.0	60.7
5438.0	59.9
5518.0	58.9
5598.0	58.2
5679.0	57.9
5762.0	57.5
5846.0	57.4
5931.0	57.4
6017.0	57.2
6104.0	56.9
6193.0	57.4
6283.0	57.4
6375.0	57.3
6467.0	57.5
6561.0	57.1
6657.0	57.3
6754.0	57.0
6852.0	56.7
6952.0	56.7
7053.0	56.5
7155.0	56.0
7259.0	55.5
7365.0	55.9
7472.0	55.8
7581.0	56.0
7691.0	55.8
7803.0	55.3
7916.0	54.7
8032.0	54.1
8148.0	53.9
8267.0	53.4
8387.0	53.4
8509.0	53.4
8633.0	53.3
8758.0	53.4
8886.0	53.6
9015.0	54.2
9146.0	54.1
9279.0	55.2
9414.0	55.4
9551.0	55.9
9690.0	56.1
9831.0	55.8
9974.0	55.8
10119.0	55.3
10266.0	55.0
10416.0	54.9
10567.0	54.6
10721.0	54.4
10877.0	54.7
11035.0	53.7
11196.0	53.6
11358.0	52.7
11524.0	51.7
11691.0	50.0
11861.0	49.3
12034.0	47.6
12209.0	46.3
12386.0	45.1
12567.0	43.9
12749.0	42.8
12935.0	40.9
13123.0	39.6
13314.0	38.1
13507.0	37.4
13704.0	36.1
